,x,y,z,label
0,-0.33458520966400185,-1.9283633148427455,-6.025642122092637,1
1,0.5335745351096406,-2.299784334517603,-3.593863878965381,0
2,0.006102326104886868,-0.6187743546223712,-3.046296878838776,0
3,1.4087748011330756,0.9778038097221939,-4.45961641588088,1
4,1.9588263713638627,-0.43103849876462247,-5.869913970278335,1
5,0.26211380355210206,-1.2092275063639577,-4.030034864256251,0
6,1.2042952950258299,-1.3150476271732428,-4.9301368332122015,1
7,2.0547650260892274,-0.6248996075046027,-4.087816468545236,1
8,0.24284152739280485,0.576151997322947,-4.297708248070803,0
9,-0.16034426936911872,-0.6228227092974878,-4.187133200401083,0
10,-0.1354211320683032,-0.3756701787713903,-4.7132706234014545,0
11,-0.012679173615066208,-0.6736976366424804,-4.864246043116959,0
12,0.5792788119634082,0.7112482382092096,-3.9014797143619817,0
13,0.9541515174776597,0.17568984650472752,-2.4166919908474584,0
14,0.8106462903267224,-0.3401879083685232,-4.7836006148059225,1
15,0.7808629523036237,-1.1540139926344268,-4.508478568404012,1
16,-0.5862837524605632,0.17534026881205567,-4.31886272470251,0
17,-1.3586164228857045,-1.080583581672853,-4.975284760801964,0
18,0.2966148999255963,-0.6444205520685384,-3.057626901129893,0
19,0.5546594455069558,-1.5257813651281926,-5.723007122263619,1
20,-1.2351520093308948,0.9186254687574904,-4.320516493435773,0
21,1.2070220853138054,-0.35501861569977283,-3.1609266747805314,0
22,0.2374365356733482,-2.3334403313228256,-3.1690624775441414,0
23,-0.8930639061782422,-0.8288147798070116,-3.0524891421683775,0
24,-0.0773820218812507,-1.046166064183145,-5.896066255944978,1
25,-0.6853502261540658,1.0645213927225312,-2.9941148822047894,0
26,-0.15793921909152397,-1.092352341382566,-4.936035140597852,0
27,1.0238644063681033,-2.0359380692724107,-5.02403577637497,1
28,1.8738061214317936,-0.6795853262858811,-4.774238817831087,1
29,0.5005867918333211,0.10946702131245445,-1.5893343423908033,0
30,2.1174062965878173,-1.4088090085447647,-5.525835358082549,1
31,0.6283497658066086,-1.575072069443765,-1.2691608920031427,0
32,-0.45867489996994903,-0.6419189330565258,-4.515645287708541,0
33,-0.1251379318443716,-0.8495757795821909,-4.011898852089526,0
34,0.22349235495870864,-0.20538885303331655,-4.503806963365349,0
35,1.234315384946115,-0.35696884146617514,-2.3639777258250128,0
36,1.3460724490353249,-0.3736135890678555,-4.328222278430246,1
37,0.7196914956597689,-0.8720235855579941,-4.135863356654857,0
38,-1.233422380525142,-1.2284875295685507,-4.8919500234465385,0
39,0.5578710360236314,-0.5539412728547201,-5.033752645770608,1
40,1.2924040131337429,-0.44241559364821015,-4.540984392940007,1
41,1.5480733714134987,0.24776661108236597,-3.1261111882111665,0
42,-0.22017470146423979,0.005008902564104911,-4.24245240074974,0
43,0.862309947640829,-0.02385339527458863,-4.400200085665051,1
44,0.07159248349233444,-0.7743834194172352,-3.9994062455090114,0
45,0.24852432406011787,0.2957735881929522,-4.091690896332538,0
46,2.1794436567528757,-0.263283220194769,-4.478145902721395,1
47,2.467255443674341,-2.0586353816435667,-2.8642945379621687,0
48,0.9546627654260115,-0.8176200150244012,-4.178143039727193,0
49,-0.014724749935056791,0.11183781242864266,-5.628971001428086,1
50,-0.3222293925133888,0.07584751750145813,-3.0335548839179487,0
51,-1.1211342365589696,-1.0018266206121949,-4.451403139440903,0
52,-1.3802287407397011,0.004946698963405605,-4.517303833454777,0
53,1.2186075166679755,0.14746804311692963,-5.512405281778024,1
54,-0.6469519703174358,-1.0706555004876384,-6.09748033247866,1
55,-0.4336545648678506,-0.02852632766586194,-5.545699009557175,1
56,-0.6580910412821783,-1.0930987557844627,-3.2431891961765826,0
57,-0.7172737311447759,-0.24695397450183332,-4.081261922743153,0
58,1.0068585810018988,-1.4608126174827798,-3.2024718690904024,0
59,2.3483612651813246,-1.1531525753017322,-4.339373864038355,1
60,-0.8166264349287204,0.5481004332448771,-4.995854879261944,0
61,-0.012528733452477625,-0.23717956579578242,-2.1843759399999185,0
62,0.25525825471305114,-0.9608816453978198,-4.190254556813306,0
63,-0.8846979971561009,-1.7940128905614063,-2.626112619940171,0
64,-0.3907440573096629,0.09235152534508384,-5.79374159629206,1
65,-1.4677453248568653,-0.9887023750837227,-1.992766995388254,0
66,-0.24941619642928914,-0.7498583002001621,-4.526267552919261,0
67,0.007521704524738715,-0.722075273353736,-3.3687327284697828,0
68,0.7575900250101486,-0.7801473863424403,-4.025642061737094,0
69,0.7515841747711022,-1.8753211328798214,-4.144569104516086,0
70,1.662268004631114,-1.7951264369585966,-5.708472515776048,1
71,0.6884463136176341,-0.7409798457183298,-2.182696837171855,0
72,-0.16938021390566516,-0.8942302155097515,-4.530452714834907,0
73,-0.21988574711339293,-1.5009722214193695,-4.878130272433996,0
74,-0.30683168987330167,-1.0460555906363251,-5.952075543566422,1
75,0.8254982808751992,-1.0912641202351852,-4.70255006360121,1
76,1.988671913146508,0.12045509470218652,-5.066619644699206,1
77,-0.45983770029293325,-2.0822743122390377,-5.919448735591396,1
78,-2.4316293925331514,-1.21804222357675,-3.495857624427519,0
79,2.321057242100084,0.4399115274943797,-4.6112163165045725,1
80,2.507728891816398,-1.025710249384811,-4.986976421623077,1
81,-0.3095143865164377,-0.3123815897453154,-4.279885266963422,0
82,1.0032575539697133,-0.08356273098239253,-3.7151413414095957,0
83,0.536217911692743,-1.3355846863279255,-5.00528574051252,1
84,0.21137327453028787,-1.6751358811886408,-5.150810336812351,1
85,0.5098614427878156,-0.792625148592188,-6.017239600066472,1
86,0.485738415303478,0.40174154544034124,-2.8475757486423645,0
87,0.8179647947526558,0.22133518138519825,-4.318518965037469,1
88,1.6992537347029635,-0.9427218927011026,-4.71115204151101,1
89,1.9102406395379696,-2.4832325459203886,-6.378889590722373,1
90,0.8611395949530055,0.423009121387685,-4.203770410126351,0
91,2.048846516889027,-2.92640814914474,-4.536119741665571,1
92,-1.1240972881728915,-0.5025625751737804,-3.269783830660913,0
93,1.8923439343530652,0.5353095312423553,-3.032505931132745,0
94,0.11724272295235894,0.5406906157885745,-5.087890826803581,1
95,0.8373589641476047,-1.5934589598279207,-4.332876217784735,1
96,-0.13414354100151027,-2.669354541129203,-4.524207503608367,0
97,-0.8935579320627884,0.140526806982463,-3.9857307516406704,0
98,0.8882995572093113,-0.9846360017827485,-4.573058801970159,1
99,-0.5893739093826923,1.7058605387271117,-4.602840988953822,0
