1,2,3,4,5,6,7,8,9,10,label
-0.04252,0.44408400000000003,0.741818,0.154884,0.687435,0.613855,0.2842,0.14816400000000002,0.11029800000000001,0.7957310000000001,1
0.183102,1.015633,0.040419,0.531323,0.797723,0.148681,0.084596,0.518827,0.8253799999999999,0.32056,1
0.30594,0.29591799999999996,0.313346,0.903433,-0.070738,0.10419500000000001,0.275248,0.413825,0.9097069999999999,0.092668,0
-0.002605,0.32950999999999997,0.036000000000000004,0.931365,0.582277,0.47059799999999996,0.55282,0.058453,0.351312,0.437353,1
1.134115,1.072484,0.880416,0.7211029999999999,-0.015493,0.6786409999999999,0.9117280000000001,0.210348,-0.24839,0.665359,0
0.9786799999999999,0.993526,0.798233,0.520038,0.24122,0.287638,0.86282,0.030891000000000002,0.026562,0.36721,0
0.176625,0.130584,0.922225,0.45881700000000003,0.903259,0.735961,0.081883,0.277866,0.040561,0.7452489999999999,1
0.30054699999999995,0.43740500000000004,0.684511,0.596433,0.9110219999999999,0.06765,0.27428600000000003,0.39565700000000004,0.147062,0.739438,1
-0.092554,1.258606,1.526939,0.301214,-0.053739,1.7617610000000001,1.042223,0.810724,-0.229792,0.407706,0
0.5916359999999999,0.71505,0.012095999999999999,0.724484,0.734498,0.8700899999999999,0.256907,0.202536,0.867469,0.324417,1
0.20594099999999999,0.149891,0.9200940000000001,0.687647,0.917054,0.035064,0.195122,0.57609,0.9646680000000001,0.331594,1
0.24815399999999999,0.054148,1.238034,0.713395,0.741532,1.047499,0.33755799999999997,0.195475,-0.05886,0.554736,1
0.619731,0.962359,1.047557,0.7645609999999999,0.51605,0.33415500000000004,0.8545010000000001,0.34445,-0.027726,0.80504,0
0.538456,0.593101,0.09182799999999999,0.598988,0.930478,0.137991,0.437906,0.619459,1.032122,0.197237,1
0.088574,0.75627,-0.195787,0.282661,0.497978,0.38002600000000003,0.51117,0.477972,0.831132,-0.025918,1
0.572605,0.328092,0.5086689999999999,0.928803,0.233379,0.008033,0.377961,0.517117,0.067177,1.01643,0
0.309729,0.34875700000000004,0.46382399999999996,0.079526,0.719649,0.6549189999999999,0.510568,0.8570129999999999,0.823263,0.09056499999999999,1
0.990168,0.401127,0.479389,0.887812,0.8325799999999999,0.055677,0.006253,0.584932,0.685639,0.890202,1
-0.95785,0.9992629999999999,0.840435,0.965454,0.472681,0.49900600000000006,1.3232469999999998,1.6720650000000001,0.688113,-0.320392,0
1.496268,0.681299,0.5259149999999999,0.820908,0.777464,0.731855,0.570759,-0.196916,0.546564,-0.083766,1
0.694527,0.272719,0.661993,0.79988,0.665925,0.685883,0.122761,0.125196,0.315449,0.812466,1
0.75521,0.204959,0.191358,1.167003,0.3329,0.541654,0.746073,0.778275,0.141801,0.983095,0
0.29889499999999997,0.053895000000000005,0.8870610000000001,0.543079,0.976413,0.6861109999999999,0.08441699999999999,0.25313800000000003,0.014785,0.804964,1
0.382027,0.690549,0.228043,0.570788,0.784267,0.339044,0.7975979999999999,0.781125,0.044255,0.616899,0
0.18963,0.06275700000000001,0.9314899999999999,0.475343,0.980685,0.776656,0.155421,0.264776,-0.0015710000000000001,0.775375,1
0.387488,0.8622120000000001,0.842879,-0.262813,0.50508,0.8756149999999999,0.716817,0.936887,0.83281,0.34680300000000003,1
0.283001,0.356836,0.457942,0.09724400000000001,0.702212,0.645759,0.519655,0.8301440000000001,0.840751,0.096663,1
1.082832,0.454783,1.352819,0.44337299999999996,0.510933,-0.254734,0.973598,-0.170485,0.065954,0.9663729999999999,0
0.667039,0.864084,0.926991,0.790536,0.391652,0.290352,0.403609,0.5098689999999999,0.319969,0.621302,0
0.213443,0.334497,0.249475,0.7357779999999999,0.09144,0.264523,0.18795499999999998,0.298333,0.759096,0.045777,1
0.461527,0.016779,0.327381,0.674901,0.30304000000000003,0.323369,0.48181999999999997,0.7528050000000001,-0.12348800000000001,1.139702,0
0.364962,0.9134760000000001,0.213034,0.436767,0.541101,0.013036,0.407898,0.083593,1.055604,0.784985,1
0.362419,0.406908,0.658328,0.573091,0.996402,-0.044663,0.239156,0.38325,0.211571,0.8651610000000001,0
0.11900999999999999,0.214461,0.110627,0.757116,0.670147,0.21188800000000002,-0.143297,0.23698200000000003,0.325256,-0.086905,1
0.453902,0.8320280000000001,0.513949,0.13216,0.694077,0.399871,0.21711599999999998,1.2374450000000001,0.9023209999999999,1.130723,1
0.749132,0.29780300000000004,0.249883,0.438012,0.19894,0.5952890000000001,0.86831,0.125165,0.6927399999999999,0.595134,0
0.463769,0.6660020000000001,0.805455,0.313791,0.181362,1.080998,0.47261499999999995,0.47488100000000005,0.312846,0.801967,0
0.314819,0.543284,0.973715,0.615737,0.028781,0.6892699999999999,0.627666,0.818354,0.743937,0.62927,0
0.828591,0.11680399999999999,0.10578900000000001,0.453842,0.15883,0.069733,-0.0047350000000000005,1.1673440000000002,0.662738,0.8432870000000001,0
1.602943,1.2494319999999999,0.04785,-0.52959,0.7922680000000001,-0.702242,-0.682574,0.521667,1.332949,0.687974,1
0.043399,0.569075,-0.12542999999999999,0.35740500000000003,0.077401,0.20689899999999997,0.344328,0.7465890000000001,0.9332469999999999,0.047087000000000004,1
0.239931,0.931882,0.19126500000000002,0.637108,0.508898,0.051766999999999994,0.748394,0.046847,0.842981,0.640012,0
0.795758,0.41016099999999994,0.307088,1.137769,0.387033,0.357256,0.236602,0.668157,0.229514,0.775908,0
0.31752800000000003,0.36158,0.238747,0.861167,0.11268,0.392337,0.256173,0.341616,0.767857,-0.000886,1
0.831297,0.9474530000000001,0.849425,0.468426,1.086425,0.567975,1.111644,-0.305018,-0.00265,0.307039,1
0.835303,-0.034656,0.962046,0.906889,0.6577890000000001,-0.040313,1.0391920000000001,0.514794,0.928127,0.839945,0
0.42616800000000005,0.319639,0.47984,0.13633800000000001,0.785762,0.59813,0.39066300000000004,1.0053020000000001,0.876923,-0.011395,1
0.059105,0.470666,0.659816,0.493404,0.8377760000000001,0.446354,-0.327077,1.397385,1.173957,1.2480280000000001,0
0.8258690000000001,0.646587,-0.224124,0.098054,0.716295,0.253348,0.669334,0.752883,-0.10653299999999999,0.384689,1
0.503355,0.691377,0.800822,0.721622,0.341524,0.063763,0.349277,0.520892,0.9563149999999999,0.6930189999999999,0
0.319223,0.536749,0.97667,0.618833,0.028388,0.685257,0.6343270000000001,0.819781,0.7355109999999999,0.628452,0
0.084722,0.28265300000000004,0.27633800000000003,0.09550399999999999,0.9374469999999999,0.054716999999999995,0.5962,0.859142,0.32502600000000004,0.456045,1
0.271855,1.037858,0.042741,0.496777,0.764865,0.291221,0.153113,0.44733100000000003,0.8699459999999999,0.287535,1
0.807264,0.285866,0.199005,1.1829889999999998,0.126606,0.200689,0.5698529999999999,0.384896,0.040681,1.098451,0
0.7035140000000001,0.7280439999999999,1.046381,0.62608,0.6732600000000001,0.052123,0.322898,0.188362,0.010215,0.520648,1
0.502579,0.690605,0.801355,0.72201,0.34108,0.063434,0.350033,0.520519,0.9565,0.692682,0
0.8314360000000001,0.07095900000000001,0.793223,0.793848,0.67011,0.035442,0.842463,0.340756,0.893806,0.819702,0
0.597599,0.05726799999999999,0.7580279999999999,0.219033,0.37256500000000004,0.376824,0.678466,0.16784300000000002,0.347709,0.8494709999999999,0
0.42589799999999994,0.172809,-0.020568,0.890682,0.503315,0.08440299999999999,0.776542,0.072225,0.38803899999999997,0.222045,1
0.00972,0.366758,0.716086,0.19366,0.658154,0.678669,0.252419,0.038432,0.167918,0.777697,1
0.082513,0.207916,0.21906399999999998,0.7215239999999999,-0.000121,0.21648499999999998,0.145087,0.24255300000000002,0.8594299999999999,-0.005499,0
0.036271,0.148069,0.46251800000000004,-0.353007,0.716018,-0.093098,0.669678,0.278321,0.0413,1.42167,1
0.44583900000000004,0.183843,-0.002149,0.913817,0.512829,0.068022,0.753142,0.045598,0.409304,0.22273800000000002,1
0.702998,0.246469,0.941001,0.795845,0.456822,0.965506,0.23047600000000001,-0.069767,0.566122,0.987226,0
0.600213,0.4031,0.202573,0.419887,0.749451,0.28997399999999995,0.806542,0.663771,0.17846700000000001,0.744326,1
0.656663,0.18293299999999998,0.359736,0.9731549999999999,0.31542600000000004,0.10407000000000001,0.413541,0.639578,0.155852,0.952003,0
0.30254000000000003,0.776055,0.46131099999999997,0.184866,0.808262,0.147805,0.352771,0.935732,0.410891,0.793996,1
0.7279,0.136501,1.0681180000000001,0.385712,0.05594299999999999,1.106263,1.017132,0.352335,0.364079,0.878067,0
0.577449,0.04401,0.752927,0.228818,0.388162,0.381851,0.693392,0.179206,0.35042399999999996,0.83768,0
0.50268,0.690974,0.80047,0.72177,0.34115,0.063502,0.34918299999999997,0.5208010000000001,0.955931,0.692311,0
0.8185939999999999,0.31461300000000003,0.220756,0.9111530000000001,0.096834,0.231909,0.315407,0.42593400000000003,-0.172586,0.880756,0
0.361867,-0.06866900000000001,0.726398,0.5359689999999999,0.837408,0.610997,-0.204573,-0.095777,0.593236,1.273736,1
-0.332032,0.094513,0.134425,0.771891,0.48098100000000005,0.313759,0.128708,0.6064430000000001,1.28026,-0.339127,1
0.404451,1.140059,-0.074485,0.420414,0.685369,0.194678,-0.170079,0.572919,0.838358,0.230148,1
0.8588709999999999,0.904742,0.627089,0.743095,0.315729,0.05645700000000001,0.716585,0.18578499999999998,0.20291800000000002,0.26629200000000003,0
0.9902299999999999,0.420807,0.49847299999999994,0.8689469999999999,0.8481479999999999,0.077752,0.000177,0.6145430000000001,0.679701,0.917631,0
0.860625,0.927027,1.277409,-0.097197,-0.785402,-0.820759,1.7894009999999998,-0.365029,0.592414,-0.8442790000000001,1
0.08997999999999999,0.564718,1.212125,0.143629,-0.187476,0.639759,0.657876,0.47934,0.389402,0.758532,0
0.714325,0.7361489999999999,0.27703,0.347669,0.9015270000000001,0.73123,0.510811,0.159735,0.9574,0.332043,1
0.13685799999999998,0.972161,0.168727,0.423367,0.8985709999999999,0.220365,0.137098,0.42355200000000004,0.712073,0.343428,1
0.15121400000000002,0.473925,-0.038485000000000005,1.4061700000000001,1.0106680000000001,-0.097595,1.928404,-0.7993439999999999,0.32167199999999996,-0.607746,1
0.232281,0.784714,0.004755,0.41752,0.516157,0.366154,0.157567,0.338455,0.300414,0.467199,1
0.476232,0.590026,0.034676,0.566435,0.992482,0.162889,0.534832,0.71606,0.9384239999999999,0.233724,1
0.514386,-0.12501600000000002,0.315442,0.27534200000000003,0.202545,0.003961,0.157754,0.11311500000000001,0.44836800000000004,0.34828200000000004,1
0.503319,0.6913,0.800783,0.721383,0.341316,0.06393099999999999,0.34922600000000004,0.520914,0.956275,0.6928340000000001,0
1.195282,0.370933,0.82801,-0.116672,0.892805,1.131319,1.173562,0.323942,0.23158299999999998,0.26526,1
1.069592,1.3289959999999998,0.58621,0.288047,0.37085,-0.138497,0.35977,-0.173433,-0.21354800000000002,0.070228,1
0.311372,0.5397270000000001,0.972626,0.61366,0.026875,0.689625,0.630179,0.817574,0.740632,0.6319600000000001,0
0.5311819999999999,0.25198400000000004,0.640021,0.046219,0.280233,0.11884700000000001,0.924594,0.14208800000000002,0.693817,0.5356069999999999,1
