,x,y,label
0,-0.41352191499203156,0.6531589562027087,1
1,0.18193824902817426,-0.9087121109915194,0
2,-0.22118039240367748,0.7064935811858319,1
3,-0.8700914156157599,0.4993746701475022,0
4,0.05378312992614219,0.8192915702401474,1
5,0.6707335953626593,-0.09511299332113887,1
6,0.880489351143346,0.37600779053517785,0
7,-1.014142873476876,0.2883923790409078,1
8,-0.09280788965306877,-0.8256869192233338,1
9,0.26963119159704857,0.8030711183630335,1
10,-0.7121794771662383,0.18057230771202515,1
11,0.5934934534106693,-0.8495576180665992,1
12,-0.6587226497505089,0.4477744037101764,0
13,-0.7443514017817807,0.20351400094824287,1
14,-0.16451587444587915,-0.821645685328094,0
15,0.20229475596220775,0.9041773773823012,1
16,-0.6609623533098864,-0.3895679467351296,1
17,-0.5620763229166136,-0.8474355316636565,0
18,-0.4794848404224934,0.6793831497401374,1
19,0.5691120304684262,0.8794468992265683,1
20,0.8837603967535539,0.3455822776421911,0
21,0.9473857555624688,-0.25092795241923804,1
22,0.6825574530375511,-0.40506535423599566,1
23,0.7152854064404797,0.6267496447510609,1
24,-0.3302957829686407,0.9791218293679601,1
25,-0.5503214438190267,0.841762014136653,1
26,-0.8146598605071181,-0.055443842903266635,1
27,-1.0276452357686254,0.03296098820382025,1
28,-0.8852157324371301,0.379445833391058,0
29,-0.3689804504635825,-0.7266415152610006,1
30,1.06249099699854,-0.15288809643478993,1
31,0.38071689031427175,-0.6674246489364996,1
32,0.4294086005756929,0.656899919728347,1
33,0.31243939674764526,-1.006088851761723,0
34,-0.8290101383556135,-0.2496671700404231,1
35,0.8155501542687074,0.33150073863808727,0
36,0.7266336155768622,0.5364731031325933,1
37,-0.14112014185076555,-0.9598033239033051,1
38,-0.013746124757998586,-0.6918846094732497,1
39,0.5279611446059442,-0.9491130680387502,1
40,0.568062490074618,-0.5359247690101634,1
41,-0.5635036759340473,0.4292025312687728,1
42,-0.711187176508087,-0.6719580465756207,0
43,0.7596847891616407,-0.6994064950401896,1
44,-0.038922080371876194,-0.9830364756792676,0
45,-0.7637644113718534,0.08489668285119685,1
46,0.9458494004984592,-0.46190364406522816,0
47,0.7806491802914554,0.24398627121500754,0
48,0.019038469317087664,0.8366344012230208,1
49,0.32185408809022314,-0.821356195689322,0
50,0.9109082422486493,-0.6155831318776055,0
51,-0.43824045636979564,-0.8082761204429969,0
52,-0.09450320962866512,0.7461885822968335,1
53,0.8665961711865103,-0.008342931098874882,1
54,-0.4682503813846303,0.8974105816322165,0
55,-0.7303017461679729,-0.4086157004720641,1
56,0.8646729232763141,-0.33218961043765216,1
57,0.9226821978069251,0.14485275372775028,0
58,0.8296029053642392,0.07395771511339026,1
59,-0.7572457954548233,0.30470014713422544,0
60,0.7467122493298962,-0.25389799349919007,0
61,0.053383794677842475,0.9396534120318335,1
62,0.0016119258531366448,-0.9111526770993117,0
63,-0.6590691257415292,0.8430833699799907,1
64,0.5924404726401044,0.7149321969194636,1
65,0.8817511492251108,-0.39872188762923066,1
66,-0.552769024877096,-0.7898113164059584,0
67,-0.8409201452570965,-0.6761205749876849,0
68,1.014955900045172,-0.03837595274549879,1
69,0.27716550280626645,0.9506750163945513,1
70,-0.2740324707601117,-0.6111314754231592,0
71,0.15771269140523322,0.7905229801565109,1
72,0.6065518986950601,-0.44669393258321005,1
73,-0.9749142588875392,-0.3287589201396942,1
74,-0.6079655116808986,-0.46344272715038337,1
75,0.601848991887165,0.5936415959789032,1
76,-0.1273251590527829,0.9858326224215567,1
77,0.13686628270124912,0.7709793583301933,1
78,-0.35320946346559534,0.7114533112515442,1
79,0.407225455106919,-0.8705957612830656,0
80,-0.34214109585659946,-0.9498743155147165,1
81,-0.9643935242694146,0.20451524053303505,1
82,-0.8026079882860877,-0.2192875646159827,1
83,-0.2581826764161492,-0.8008601960510984,0
84,-0.45440383065028567,-0.6059709991465799,0
85,0.48179273606765577,-0.7673920833850533,1
86,-0.707423160122845,0.7390484123051791,1
87,0.47329018695836944,-0.6268474901257981,1
88,-0.9054518976844964,-0.307512821767947,1
89,-1.0319029676866762,-0.12247219371999053,1
90,0.9776623549789116,0.3187543668040851,1
91,0.4259221897252366,0.9122785212777451,1
92,-0.8322887753888566,-0.07138256293419765,1
93,0.6639615248209666,0.30229203141796707,1
94,-0.7958629935154568,0.6223854532866288,0
95,0.11618682858751808,-0.8078041267913852,0
96,-0.952676674054039,-0.40711346175591495,1
97,0.5934872982766826,0.8933320840900285,1
98,-0.22363409947601418,0.9694631085773997,0
99,0.6572074452212201,0.4868748640642503,0
