,x,y,label
0,0.777795221987577,-0.03910933255392837,0
1,0.9319357906423725,-0.2696163266305306,1
2,-0.7398411371685286,-0.34546283779424347,1
3,0.04397098002868178,1.0728762275733434,1
4,0.16002254736973218,0.8545333844161123,0
5,-0.7394714461020416,0.3617425058180289,0
6,-1.0719979459402615,-0.1924952320396278,1
7,-0.7942866543212943,-0.17650401903834154,1
8,0.11150137184830211,-0.7622927597863727,1
9,0.4128494429649287,-0.7946300238965284,0
10,0.34941819362064275,-0.7443668878506908,0
11,-0.9651656559536611,0.10689928638856197,1
12,0.9657249630082505,0.717943867576096,0
13,-0.4207845344929218,0.6003414030822529,1
14,-0.1400019725107564,-1.0324280428098944,0
15,0.9482503942294136,0.08660089205392144,1
16,-0.7720966945485064,-0.11289777142726204,0
17,0.09684478961932115,0.8024426111475644,1
18,-0.27115977929592355,0.7579373360827515,0
19,-0.4307373666791904,0.5287875118838903,0
20,-0.9110739523693092,0.4418929086025314,0
21,-0.5224054214179428,-0.9358875337010681,1
22,0.7380572327736138,-0.7557321725532362,1
23,-0.8596088981846312,-0.40053260279123415,0
24,0.7969734484869565,0.05671053629780648,0
25,0.09581483059389384,0.9968910104738602,1
26,0.6373576610760545,0.5867330179194457,0
27,-0.002429173697162945,-0.7423455883208506,1
28,0.32720724250406685,0.8435103427083984,1
29,-0.7372398345844198,0.46586313331863954,0
30,-0.6136840177948344,0.7814420256750667,0
31,0.46589736976704565,0.35978674247514325,1
32,-0.6174185703024347,0.7950893414949642,1
33,1.140340720856504,-0.2911588827182679,0
34,-0.4148164104391056,0.9741838717097797,0
35,-0.8341656255726848,-0.43098019793131037,1
36,0.9681697545182475,0.10993798176726316,0
37,1.036555839145862,0.3719333148049322,0
38,-0.684890613814929,0.3207265064168656,0
39,-0.21364423316173314,-0.7764221505929929,1
40,0.408717349423173,0.8752183088897935,0
41,-0.053413874411533946,0.8689441665756652,0
42,0.568505170343149,0.801835869304509,1
43,-0.21460607749255406,0.8199537122248963,0
44,0.5457220446619084,-0.8987413429288258,1
45,0.5791828998714363,-0.9449981233864887,0
46,0.8215354541206954,-0.3550603275306825,1
47,-0.5288451623597593,-0.7982409388483346,1
48,-0.28613892626036663,0.9351121314558185,0
49,-0.7987269330058271,-0.12998005727506168,0
50,-0.3030929025513166,-0.8198026631623636,1
51,-0.5770297305789892,-0.5308137567438984,1
52,-0.7727721851452849,0.2618470275516588,0
53,0.7068026339532583,-0.4676481879080401,0
54,0.7537030378198699,0.5381521424233762,0
55,-0.6624890429021226,0.2624207264554833,0
56,0.6462331190017643,-0.5043446072072653,1
57,-0.31912522968114426,0.8661959690129012,1
58,0.2629401381918951,-1.0737472619382484,0
59,0.49877457010902887,0.9772066913500719,0
60,-0.39926230360282494,-0.7549951134009284,1
61,0.6302485108873872,-0.44450018160787474,0
62,1.0321645775035861,-0.5020883815943109,1
63,-0.596583041283843,0.7038643301327376,0
64,-0.38593362161158495,-0.7084327848467187,0
65,-0.014682272451068956,-0.9165375494766582,1
66,-0.8406845108474579,-0.7333764388729781,0
67,-0.8317645071495234,-0.5345200669691774,1
68,-0.6421814975486141,-0.3982250673169906,1
69,0.5037007275403882,0.43859039855333415,0
70,0.3141093477889695,-0.8436399202819896,1
71,-0.688717542106301,0.17298274928077345,0
72,0.42617223021501904,-0.6451363513804933,1
73,1.1491036637379894,0.06770759904557375,0
74,0.8761958585453739,-0.22028142739342088,0
75,0.6034783659665238,0.5776225122471325,1
76,1.0158246070400432,-0.5522078517602323,0
77,-0.6116786697980621,0.9525385033101239,0
78,-0.04210861009161932,0.8404287008273599,0
79,0.006080246394939752,-1.0264491772042381,0
80,-0.749079066237691,-0.7983676907849223,0
81,0.7435402454908244,-0.08293960468938794,0
82,-0.9771583508578934,0.2078254260431456,1
83,0.47693440771250123,-1.064709012924804,0
84,0.5409914124604336,0.7757813424694983,1
85,-0.6426866329546462,-0.474153990937791,0
86,-0.2612414994981832,-0.9855844225778113,1
87,-0.9938687771206169,-0.06099517481955976,0
88,0.6193775954023485,0.43329690106488716,1
89,-0.85837392116637,-0.1030761491744501,1
90,-0.11871704509218049,0.7248977622642583,1
91,0.6472046507036538,0.005909558044956853,0
92,0.36798021131500425,-0.7366208384725953,1
93,0.5866866503256992,-0.6743671463274689,0
94,0.22094354717369946,0.8136591600677523,1
95,-0.5179976814301099,-0.4306579178828935,0
96,-0.6449720112533837,0.3108786651571304,0
97,0.7297170552195344,0.5528805233710165,1
98,0.36595794335503967,-0.5567068160091395,1
99,0.20465087377577593,0.48710330791741013,0
