,x,y,z,label
0,2.2191251530112828,0.6938210107872977,6.471805202363493,0
1,2.83255253038423,1.8320319164717094,5.266267765823824,0
2,1.6850604560306415,-1.1648821714818125,5.540766633698641,0
3,3.853755861993132,0.09008732821630716,5.305109633269207,0
4,3.2366516324016756,-0.5714256514946262,4.283125549984256,1
5,3.2340804023947785,-0.8660121339252824,6.355911434784582,0
6,3.816494883832992,0.49204407052388693,5.199834925687574,0
7,2.135187963261738,1.2857608602790687,4.531657390968203,1
8,3.8979413084907844,-0.5945946330441705,4.594775198020295,0
9,4.197069050776569,0.5994556414741532,4.6598924934415304,0
10,2.8757305698350533,-0.6834560866901722,5.674457682909207,0
11,1.6403786958872248,-0.7672584287073294,4.961182329736959,0
12,1.8855617259166557,1.8979963867442067,4.351887505905317,1
13,1.6882490476188579,-1.2120825793985586,5.173921230980962,0
14,3.268803047712008,-0.9886355419556527,8.139612483525497,0
15,2.5033108671091124,0.9409694438995427,6.041516528146764,0
16,4.5682532858900675,1.5733206453023991,4.3364490546108065,0
17,3.461399390409538,2.3324105850216204,4.072049508191789,0
18,4.3064350401544935,-0.7063750868352436,6.296362162940565,0
19,4.3014919611103695,-0.059118913744966084,5.109950478578545,0
20,2.827192709235522,-1.3609681144076653,4.972571579176732,0
21,4.559908418350325,0.8835141211092554,4.979044578189839,0
22,4.555432682349916,1.2187923786620587,5.992176699866446,0
23,1.8393035104110453,1.985792313122315,4.656496258347702,1
24,3.070121229350581,0.3978029031350635,5.850628737411667,0
25,3.4576171472577486,-0.6496604345517041,5.350151473075991,0
26,3.706189814924676,0.2153429095308826,4.571258680282812,0
27,3.2490574460188886,-0.09456781855056978,4.563150504187577,0
28,3.446455195369927,0.5757375350503612,6.130423512330675,0
29,5.612068109107818,-0.7426195730492651,5.951648652719065,0
30,3.5541540226918347,0.1311288065606713,6.339007289058163,0
31,3.1552268944473627,-0.8470572133435734,5.036143313789409,0
32,3.1819065432044358,0.7331301659716669,5.73023991576889,0
33,4.783427770463213,0.07531938330411586,5.096985620637501,0
34,4.175983321625932,1.2919725732808058,3.023333493509512,1
35,4.115773143962589,-1.6834589031848366,8.994879491967188,0
36,3.817809276354734,-0.09401033562564087,4.266486631781175,1
37,3.8225984583756962,0.38319535818337214,5.164949221697432,0
38,5.366741160066638,0.08819897154686446,4.871661419297625,0
39,4.068415208550699,0.6934358802806283,4.237085248109683,0
40,3.942894426717748,-0.2878208655806247,6.417799844829892,0
41,4.3684263087675355,0.3964098993718823,6.358695947392633,0
42,1.865347127379086,0.7915472393732552,7.896746826278988,0
43,3.493798055166184,-0.23411391183165337,6.10347523847047,0
44,2.70474094496105,-1.521546981579313,6.100543011625879,0
45,4.433309174232066,-1.413797322482628,6.597210062947534,0
46,4.191585832378143,-0.10304079430321378,3.4017712093810686,1
47,3.8082230086922477,-0.7849475734301452,5.685142470830677,0
48,4.354468729125122,-0.6824657273348033,4.6431379294500505,0
49,4.679745077583626,-1.1769037754761928,5.886192507669445,0
50,1.5394174324703989,0.32759929290249123,4.405701213132304,1
51,3.264374158276392,-1.4395654716877848,4.226049903603041,1
52,3.338045223885362,-1.0107463247276491,4.97260006354646,0
53,3.9094716218295904,-0.12713806338024602,5.015553403588372,0
54,4.481898732354073,0.8005556771317229,6.49127806715766,0
55,4.019361947095872,-1.009809961204255,6.577265835603519,0
56,5.1409579637793055,-0.276453908655271,4.319221644773698,0
