,0,1,2,3,4,5,6,7,8,9,label
0,-6.750980409927877,9.281949173379058,-11.354158427824975,3.1697933855973166,-2.417030302356864,-1.892923754459766,-8.067351096085472,3.631287938642761,-2.6155340396500724,-8.975612795120577,0
1,-7.99925662666132,7.235274616179109,-6.276988568630124,2.4048518938076557,-3.9247046895124287,0.5143210894021282,-7.892026249707677,4.899039606231497,-4.639913453511081,-10.661050385823296,0
2,-7.430670764130936,7.9094993954047,-8.483508216643814,0.787600121579807,-6.2196768483705505,-0.9704297849067566,-8.920030626005069,4.871724341658932,-4.834125206663302,-9.772426501913666,0
3,-8.107837167786792,7.1589432114731375,-9.256291693589297,1.9751169510674285,-4.33129938789674,-1.972994085460437,-6.145111721161433,3.310586469841712,-3.6457909129747588,-10.896113150921803,0
4,-7.095346792551577,6.819567881898876,-8.1165812805724,1.6246633438174418,-5.711744216606959,-0.34151441394138304,-7.86844223937754,3.2066657365265128,-3.9452942465822134,-10.450119265788118,0
5,-6.60645369564804,9.977270667081083,-7.974094680871137,2.904482321957241,-5.030948104857505,-2.1607441326601045,-7.992902527977909,4.140739443926766,-3.7217533016331514,-10.01587498067238,1
6,-9.97160382512958,7.623563009091301,-6.320500806416852,3.1798167655432117,-4.65240582798167,1.1060067963971014,-7.317990441835962,3.7230015269701844,-2.0716015690474503,-9.590031479055686,1
7,-8.061586964966875,7.824888808171654,-7.969735215559005,4.214469715953131,-3.648917537127307,-0.8989908791063013,-6.068468129462061,4.518134981652493,-1.671760987278276,-10.18068517417377,0
8,-7.797486342056885,6.962492143381098,-7.858523952289682,2.5896582723617376,-3.4541064152901972,-1.190468449698868,-7.181621629680281,4.070640046604321,-6.26771182664606,-10.003065039228202,0
9,-7.807805520490273,5.651562382920938,-7.292556671788937,2.612774421428989,-4.017231248300238,-2.5875315387049787,-7.120864504200568,3.896075515458579,-4.034156206579942,-11.463369533534289,0
10,-6.1899854621785195,8.751289197712182,-8.642191922113827,2.9560881600037137,-5.031601947576334,-1.5501442494551743,-7.572135294808022,4.671402360131567,-1.8453460748335497,-9.412975551702345,0
11,-6.2937230780732145,7.063420882203267,-10.54135500919481,2.5508039349853666,-5.4821931396152666,-1.4894590232720133,-5.629052528571079,4.285091366965027,-2.8713209267258266,-10.214726483577047,0
12,-7.549455394028397,6.732139259039353,-9.430787152570167,3.1226946121345973,-3.5719296458240906,0.018827667347445898,-5.8638583377818705,4.053705536655955,-1.9727141744962182,-10.289585545997344,0
13,-8.027059608182936,7.45922460847439,-8.785953646881573,2.68081879019827,-4.205986973733079,-1.1363696291103351,-6.750729415875961,3.7183669238947146,-2.1959979079826626,-9.7746576933871,0
14,-7.92057542132168,7.337764523371139,-8.370819280069535,3.6819839563161425,-3.577183963474324,0.4320591328507395,-6.6915275228680615,2.622661772473249,-3.7262999309344247,-9.875153518787329,0
15,-7.6485508105935756,7.093999798377407,-8.56187781010379,2.981169041539167,-5.181724998164045,1.1457945894930304,-7.71017349243011,4.088068200443299,-2.609292497703682,-11.27515849420782,0
16,-8.804142418574633,7.2354171143649975,-7.924793763787906,4.0699260593409505,-5.014247997024119,0.3983860613170396,-8.179286113951992,3.2700569300441527,-2.190540024798028,-10.861245464166048,0
17,-8.546255736244827,6.353917842193883,-7.902222823294793,4.973410418388022,-2.6797708209076494,-0.1236156288260033,-8.475980748257967,3.6500398477187868,-3.856241465610715,-10.922717662355488,0
18,-8.43919568020424,6.200214587393508,-8.37334196111991,4.963870195290599,-4.8312051454164475,-1.6887621208240873,-7.317273432598321,2.985545288167698,-3.6486997934530105,-11.766674996796532,0
19,-8.10287193222776,8.204663186889494,-8.94746507813486,3.857630024267447,-5.236167598722389,0.11179666160989887,-6.8271939911894695,4.844583578912173,-3.8337238170613595,-9.643184464740663,1
20,-9.530147585371342,9.228169102122745,-8.255923165757386,3.811801709789211,-5.520942895095257,-1.904882906814878,-7.103377427697254,3.4005496045682797,-3.2470438663599106,-10.289063228427706,0
21,-7.813919025340977,7.104930963980708,-5.9963996296830295,3.593865067836512,-5.685751598132234,-0.8835675087228059,-6.939954523640353,4.567816281065643,-3.6147299158071657,-10.08226119987137,1
22,-6.110788153984691,5.5995631010989335,-8.140245905846593,2.9145828469171104,-4.827797243307181,1.811248274715759,-7.0794369386867295,5.517646519867901,-4.281805881760827,-8.020880206021133,1
